"price","finsqft","bedrooms","bathrooms","ac","garagesize","pool","quality","lotsize","highway"
170000,1578,3,1,"yes",2,"no","low",22485,"no"
189500,1618,3,2,"yes",2,"no","low",27539,"no"
153500,1642,3,1,"no",2,"no","low",14901,"no"
159900,2008,1,2,"yes",2,"no","low",31657,"no"
158000,1604,3,2,"yes",1,"no","low",23534,"no"
175000,2035,4,2,"yes",3,"no","low",20131,"no"
147000,1534,3,2,"no",1,"no","low",15361,"no"
155000,1624,2,2,"yes",2,"no","low",16721,"no"
150000,1700,4,2,"yes",1,"no","low",15391,"no"
165000,1630,3,2,"yes",2,"no","low",24963,"no"
147000,1526,3,2,"yes",1,"no","low",15007,"no"
146250,1672,3,1,"yes",2,"no","low",22617,"no"
177500,1588,4,2,"yes",2,"no","low",21925,"no"
153650,1752,4,2,"yes",2,"no","low",9126,"no"
199500,1674,4,2,"no",2,"no","low",33237,"no"
186000,1980,3,1,"no",1,"no","low",47679,"no"
139900,1396,1,1,"no",2,"no","low",25879,"no"
160000,1178,1,1,"no",2,"no","low",9941,"no"
125000,1263,2,2,"no",0,"no","low",12357,"no"
359900,2377,5,2,"yes",2,"no","low",51005,"no"
184500,1304,3,1,"yes",2,"no","low",21305,"no"
155000,1340,3,1,"no",0,"no","low",5666,"no"
150000,1559,2,1,"no",2,"no","low",23999,"no"
146000,1412,1,2,"yes",0,"no","low",4560,"no"
129000,1198,2,2,"yes",2,"no","low",20918,"no"
145000,1424,2,1,"yes",2,"no","low",16414,"no"
200000,1370,4,1,"no",1,"no","low",8000,"no"
149900,1584,3,2,"yes",2,"no","low",13514,"no"
132000,1567,2,1,"yes",1,"no","low",12249,"no"
136900,1409,2,1,"no",1,"no","low",28421,"no"
137000,1655,2,1,"no",1,"no","low",54651,"no"
185000,1944,3,2,"yes",2,"no","low",17999,"no"
133500,1922,3,1,"no",2,"no","low",14805,"no"
124000,1480,3,2,"yes",2,"no","low",28351,"no"
95500,1184,2,1,"no",1,"no","low",14786,"no"
